Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Synapse).as(default)"
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.99.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.model.WindupJavaConfigurationModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JAXB).as(default)"
     1,    284,   284.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.6.html)"
     1,    180,   180.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/software/amazon/awssdk/services/ssm$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSS4J).as(default)"
     1,     95,    95.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedExecutor_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Properties).as(default)"
     2,      1,     0.50, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Liferay).as(default)"
     1,    101,   101.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SpringDocConfigProperties_java.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.html)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TimedExecutorService_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Geronimo JTA).as(default)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ReferenceCountedOpenSslContext_java.html)"
     1,     73,    73.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, KotlinExtensions$suspendAndThrow$$inlined$suspendCoroutineUninterceptedOrReturn$lambda$1_java.html)"
 85512,     33,     0.00, TypeInterestFactory.matchesAny(text).manualSearch
     1,    117,   117.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DefaultChannelPipeline_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-ejb-jar-bnd.xmi).has(rootTagName,EQUALS,EJBJarBinding).as(default)"
     1,     73,    73.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SslContext_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jersey).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Needle).as(default)"
     1,      0,     0.00, Query.as(b29defe4-09cc-404b-be0c-f51979752810)
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SingleScheduler_java.html)"
  3528,    137,     0.04, GraphService.findAllByProperty(name)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.xml.model.DoctypeMetaModel).gremlin()org.jboss.windup.rules.apps.javaee.rules.DiscoverHibernateMappingRuleProvider$1@3ebe510b.as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Eureka).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.java.ip.HardcodedIPLocationModel).as(default)
     1,    174,   174.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/software/amazon/awssdk/services/ses$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring DI).as(default)"
     1,      0,     0.00, Query.as(766ec63a-157a-47d5-846c-106033c2afa1)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPAPersistenceUnitModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Dynacache).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Narayana Arjuna).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Batch API).as(default)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, UnorderedThreadPoolEventExecutor_java.html)"
     1,     83,    83.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxInterval_java.html)"
     1,     99,    99.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RealWebSocket_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Tomcat).as(default)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.72.html)"
     1,     71,    71.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.127.html)"
     1,      0,     0.00, Query.as(ef965471-cf65-4c76-98d2-2c13d54baa53)
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MultiProducerRingBuffer_java.html)"
     1,     67,    67.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxIterable_java.html)"
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EventLoopGroup_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMustache).as(default)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.52.html)"
     1,    271,   271.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FastThreadLocalRunnable_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsDestinationModel).gremlin().has(destinationType,EQUALS,QUEUE).as(default)"
     1,      0,     0.00, Query.as(b4124e44-4bd2-429e-be83-3e690538a318)
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Pageable_java.html)"
     1,      0,     0.00, Query.as(17658aa6-18c8-4e69-a406-7e42a7b40727)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play Test).as(default)"
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, JAXBAnnotationsHelper_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JCache).as(default)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, WaitStrategy_java.html)"
     1,      0,     0.00, Query.as(507bfb30-472b-48e9-8f7d-9be876cb8720)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ShiftOne).as(default)"
     1,    289,   289.00, "FreeMarkerIterationOperation.render(/reports/templates/dependency_report.ftl, dependency_report_kafka_clients_sb_sample.html)"
     1,     81,    81.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, log4j2_properties.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Twirl).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Concordion).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Coherence).as(default)"
     1,    177,   177.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/io/opentelemetry/exporter/jaeger$).as(default)"
     6,     27,     4.50, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BeanInject).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBossMQ Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Log4J).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to Socket Handler).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,KouInject).as(default)"
     1,     45,    45.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ChannelOutboundBuffer_java.html)"
     1,     96,    96.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxBufferTimeout_java.html)"
     1,     56,    56.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RequestBuilder_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Petals EIP).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateEntityModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JACC).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TensorFlow).as(default)"
     1,     74,    74.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.5.html)"
   228,     41,     0.18, GraphService.findAllByProperty(stats.name)
     1,      0,     0.00, Query.as(88f06f39-a8d0-4914-aba4-138550229ec2)
     1,      0,     0.00, Query.as(69281021-747e-4e43-b5b3-737110b2941b)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSDL).as(default)"
     1,     70,    70.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxSubscribeOn_java.html)"
     1,      0,     0.00, Query.as(0a5883f6-678a-4893-9cc5-13edb2d81da8)
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SchedulerMetricDecorator_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-web-app).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,web-app).has(fileName,NOT_EQUALS,geronimo-web.xml).as(default)"
     1,      0,     0.00, Query.as(95744f51-a59f-4dd8-ae1f-c0a6664c0466)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSF).as(default)"
     1,     30,    30.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ThreadsKt_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Snippetory Template Engine).as(default)"
     1,     93,    93.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, KafkaMetrics_java.html)"
     1,      0,     0.00, Query.as(58f3b9e5-0622-48e9-9d91-23ddf69bc245)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Bouncy Castle).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Demoiselle JTA).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MapR).as(default)"
     1,      0,     0.00, Query.as(fdb02215-85b3-431e-b911-144f3a73d5b8)
     1,    173,   173.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/org/flywaydb/core$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hamcrest).as(default)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.56.html)"
     1,    125,   125.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, OrderedEventExecutor_java.html)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ElasticScheduler_java.html)"
    55,     39,     0.71, DiscoverPropertiesFilesRuleProvider.perform
     1,     86,    86.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DefaultEventLoopGroup_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RandomizedTesting Runner).as(default)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.111.html)"
     1,     12,    12.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@53e7479f.as(default)
     1,      0,     0.00, Query.as(28e5c015-384f-4669-987f-ea83b00bbbe9)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weka).as(default)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractServerSocketAppender_java.html)"
     1,      0,     0.00, Query.as(93d9178b-95d9-4f0a-b357-a770456af393)
     1,   8196,  8196.00, "FreeMarkerIterationOperation.render(/reports/templates/java_application.ftl, ApplicationDetails_kafka_clients_sb_sample.html)"
     1,    187,   187.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/io/opentelemetry/exporter/otlp/trace$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apiman).as(default)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.44.html)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.94.html)"
   481,     85,     0.18, GraphService.findAllByProperty(mavenIdentifier)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XFire).as(default)"
     1,     59,    59.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RingBufferProducer_java.html)"
     1,    129,   129.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.12.html)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MessageService_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SwitchYard).as(default)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MonoPeekFuseable_java.html)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MultithreadEventLoopGroup_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play).as(default)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, io_netty_versions_properties.51.html)"
     1,    171,   171.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/org/jboss/stm$).as(default)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MonoCacheTime_java.html)"
     1,     56,    56.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, InternalThreadLocalMap_java.html)"
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.106.html)"
   830,     11,     0.01, getMigrationEffortPointsForFile
     1,    104,   104.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.4.html)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SchedulerTask_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Airframe).as(default)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ThreadPerChannelEventLoopGroup_java.html)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SingleThreadEventExecutor_java.html)"
    25,    116,     4.64, Hint.performParameterized
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GFC Logging).as(default)"
     1,     95,    95.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, NioEventLoop_java.html)"
     1,   1355,  1355.00, "FreeMarkerIterationOperation.render(/reports/templates/techReport-punchCard.ftl, techReport_punch.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WS Metadata).as(default)"
     2,     96,    48.00, getEffortCountForProjectByIssueCategory
     1,      1,     1.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@3adad445.as(default)
     1,     59,    59.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ParallelPeek_java.html)"
     1,     85,    85.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ParallelDoOnEach_java.html)"
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, LoginAuthenticator_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Grapht DI).as(default)"
     1,     48,    48.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FormatToDecimalsKt_java.html)"
     1,     52,    52.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ExecutorServiceUtil_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Elasticsearch).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbDeploymentDescriptorModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Mahout).as(default)"
     1,    174,   174.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/org/hibernate/search/backend/elasticsearch/aws/cfg$).as(default)"
     1,     39,    39.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, swagger_ui_css_map.html)"
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.130.html)"
     1,     90,    90.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RejectedExecutionHandlers_java.html)"
     1,     95,    95.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, WorkQueueProcessor_java.html)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, io_netty_versions_properties.76.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MckoiSQLDB Driver).as(default)"
     1,      0,     0.00, Query.as(c10d5704-aa4a-47c9-b05e-3ed4cf8fa28d)
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.54.html)"
     1,    123,   123.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.41.html)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.116.html)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.30.html)"
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.119.html)"
     1,     64,    64.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RulesResource_java.html)"
     1,    176,   176.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/org/apache/activemq/artemis/api/jms$).as(default)"
     1,      0,     0.00, Query.as(07fcf197-9ec4-4a35-93b6-ac6eabe6cfa7)
     1,      0,     0.00, Query.as(47d0e5b9-d035-4da6-83e0-517a8a08f4fe)
     1,      0,     0.00, Query.as(9b674f54-be6e-4577-ab09-9d6d9b8b0633)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kotlin Logging).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Plexus Container).as(default)"
     1,      0,     0.00, Query.as(14274058-a4a7-4124-966d-cbf4d7d2d282)
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractNioByteChannel_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Teiid).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Qpid Client).as(default)"
     1,      0,     0.00, Query.as(0d21f728-cafd-4455-be54-0dbdc62d0bd2)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate Mapping).as(default)"
     1,     56,    56.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxPublishOn_java.html)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, JSONDeserializer_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ikasan).as(default)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.11.html)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.117.html)"
     1,      0,     0.00, Query.as(e194bd65-7f42-42c1-b7f3-f708bd645fe5)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EclipseLink).as(default)"
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ClassGraph_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPANamedQueryModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JPA Matchers).as(default)"
     1,      0,     0.00, Query.as(a37277ef-aadf-4f81-92b3-98647b96d732)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Composite Logging JCL).as(default)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, LambdaSubscriber_java.html)"
     1,    124,   124.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.35.html)"
     1,    287,   287.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, native_image_properties.html)"
     1,      0,     0.00, Query.as(3dd681af-7ea0-4a34-b7e9-81aa6f959170)
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SingleProducerSequencerFields_java.html)"
     1,      0,     0.00, Query.as(3185ca94-3fe9-4478-88b1-aae0621cbfe3)
     1,     72,    72.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.133.html)"
     1,    202,   202.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/software/amazon/awssdk/services/iam$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Zipkin).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons JCS).as(default)"
     1,      0,     0.00, Query.as(e958d6a4-bb2c-45c4-9fcb-d6edf49ca7f4)
     1,     56,    56.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, FluxRefCountGrace_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,process-definition).as(default)"
     1,      0,     0.00, Query.as(b7475327-f305-4d30-a333-751c4bbf781b)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Avalon Logkit).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Drools).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,ejb-jar).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Microsoft SQL Driver).as(default)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AbstractTrafficShapingHandler_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,orion-web-app).as(default)"
     1,    187,   187.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,true).has(filePath,REGEX,.*/com/amazonaws/services/lambda/runtime$).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JNDIResourceModel).as(default)
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.112.html)"
     1,    106,   106.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MonoRunnable_java.html)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.33.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OTR4J).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Thymeleaf).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Morphia).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Tapestry).as(default)"
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Client_java.html)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SslHandler_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Clustering EJB).as(default)"
     1,     67,    67.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PushMeterRegistry_java.html)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DefaultPromise_java.html)"
